title,country,release_year,genre,description,Streaming Service
Ride,United States,2019,Horror,"Spin classes can be a bit intimidating. But for Brit, the fear is real when her first class turns into a ride for her life.",hulu
Swiped to Death,United States,2019,Horror,"Dating can be hell. When Olivia “swipes right” on a handsome stranger, her world collides with some serious hidden danger.",hulu
The Ripper,United States,2019,"Comedy, Horror","When the rhythm guitarist of a band is pushed to attempt a solo, he instead starts to reveal some haunting hidden talents.",hulu
Undo,United States,2019,Horror,A physicist celebrates a breakthrough in reversing the flow of time...until a haunting figure pays him a visit.,hulu
Hunt for the Skinwalker,United States,2018,Documentaries,Hundreds of reports of phenomena at Skinwalker Ranch have made it one of the most famous paranormal hotspots in the world. Previously unreleased footage and interviews from the scientific study piece together what could be happening there.,hulu
Teen Spirit,"United Kingdom, United States",2018,"Drama, Family, Music","Violet (Elle Fanning) is a shy teenager who dreams of escaping her small town and pursuing her passion to sing. With the help of an unlikely mentor, she enters a local singing competition that will test her integrity, talent and ambition.",hulu
Aniara,"Sweden, Denmark, United States",2018,"Drama, Science Fiction","A spaceship carrying settlers to Mars is knocked off course, causing the consumption-obsessed passengers to consider their place in the universe.",hulu
Crypto,United States,2019,"Drama, Horror, Thriller","In this cyber-thriller starring Kurt Russell and Beau Knapp, a Wall Street banker connects a small-town art gallery to a global conspiracy, putting his own family in grave danger.",hulu
Curious George: Royal Monkey,United States,2019,"Action, Adventure, Comedy","Join your favorite monkey as he takes on his most regal role yet, trading places with a royal monkey!",hulu
Hotel Mumbai,"Australia, United States, United Kingdom, India, Singapore",2018,"Action, Thriller","A gripping true story that recounts the siege of the Taj Hotel by terrorists in Mumbai. Refusing to leave their guests, hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.",hulu
We Die Young,"Bulgaria, United States",2019,"Action, Adventure, Drama","Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",hulu
Matriarch,United Kingdom,2018,"Horror, Thriller",An expecting Mother and husband crash their car in the countryside and are offered shelter by a farmer and his wife.,hulu
Untouchable,United Kingdom,2019,Documentaries,"The inside story of the rise and fall of Harvey Weinstein reveals how, over decades, he acquires and protects his power even as scandal threatens to engulf him.",hulu
Worth It,United States,2016,"Cooking & Food, Lifestyle & Culture, Reality","Food lovers Steven Lim and Andrew, along with their cameraman Adam, embark on the ultimate food adventure in BuzzFeed’s hit series, Worth It, trying delicious foods at three price points: affordable, middle tier, and luxury. At the end of the episode, the gang decides which item is the most “worth it” at its given price.",hulu
Body at Brighton Rock,United States,2019,"Horror, Thriller","An inexperienced park ranger discovers a body on a remote mountain trail and must guard it overnight until the police can arrive. Deep in the wilderness, all alone, she will face her darkest fears.",hulu
Mapplethorpe,United States,2018,"Drama, LGBTQ+",A portrait of the celebrated yet controversial photographer Robert Mapplethorpe whose relationship with Patti Smith and other icons of the '70s New York influenced his photographs.,hulu
Jawline,United States,2019,Documentaries,"This film follows 16-year-old Austyn Tester, a rising star in the live-broadcast ecosystem who built his following on wide-eyed optimism and teen girl lust, as he tries to escape a dead-end life in rural Tennessee.",hulu
Hail Satan?,United States,2019,Documentaries,"Hail Satan? offers a look at a group of misunderstood outsiders whose commitment to social and political justice has empowered thousands of people. An inspiring and entertaining documentary from acclaimed director Penny Lane (Nuts!, Our Nixon).",hulu
The Amazing Johnathan Documentary,United States,2019,Documentaries,What begins as a seemingly ordinary profile of a dying magician becomes an unexpected and increasingly bizarre journey as filmmaker Ben Berman struggles to separate truth from illusion.,hulu
Dogman,"Italy, France",2018,"Crime, Drama, Thriller","Marcello is coerced into the petty criminal schemes of the local bully. When Simoncino’s abuse finally brings Marcello to a breaking point, he decides to stand up for his own dignity through an act of vengeance, with unintended consequences.",hulu
Andy Irons: Kissed by God,United States,2018,Documentaries,Three-time world champion surfer Andy Irons quietly battled bipolar disorder and opioid addiction throughout his life - demons that millions of others combat daily. His previously untold story tears down myths associated with the diseases.,hulu
The Beach Bum,"Switzerland, United Kingdom, France, United States",2019,Comedy,"Moondog is a fun-loving, pot-smoking, beer-drinking writer who lives life on his own terms in Florida. If he can put down the drugs for just one minute, he may finally be able to put his talent to good use and finish the next great American novel.",hulu
Plus One,United States,2019,"Comedy, Romance",Long-time friends Alice and Ben agree to be one another’s plus ones as they power through an endless parade of insufferable weddings.,hulu
Along with the Gods: The Last 49 Days,South Korea,2018,"Action, Adventure, Science Fiction","As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",hulu
I Trapped the Devil,United States,2019,"Drama, Horror","After trapping what he believes to be the devil, a man caught in a spiral of paranoia, trauma and evil unravels when his estranged family shows up for Christmas.",hulu
The Field Guide to Evil,"Greece, New Zealand",2018,"Drama, Horror","This global anthology of eight narratives explores dark folklore through a series of myths and tales that have captivated, galvanized and frightened communities throughout history.",hulu
Time Freak,United States,2018,"Comedy, Drama, Romance","Physics prodigy Stillman (Asa Butterfield) is destined for great things, only to be derailed when his girlfriend, Debbie (Sophie Turner) suddenly dumps him.",hulu
Apollo 11,United States,2019,Documentaries,"Crafted from a newly-discovered trove of 70mm footage, and more than 11,000 hours of uncatalogued audio recordings, Apollo 11 goes straight to the heart of NASA's most celebrated mission.",hulu
Somm 3,United States,2018,Documentaries,"Three of the greatest legends in wine meet to drink the rarest bottles of their careers, while the best blind tasters of today gather to settle an age-old argument. The results could change the world of wine forever.",hulu
Somm: Into The Bottle,United States,2015,Documentaries,The seldom seen world that surrounds the wine we drink. How is it grown? What goes on in the cellar? This is a never before seen look into the world of wine.,hulu
Culture Shock,United States,2019,"Horror, Thriller","This thriller follows a young Mexican woman in pursuit of the American Dream, who crosses illegally into the United States, only to find herself in an American nightmare.",hulu
The Brink,United States,2019,Documentaries,"The Brink follows Steve Bannon leading up to the 2018 mid-term elections in the United States. A keen manipulator of the press Bannon continues to draw headlines and protests wherever he goes, feeding the powerful myth on which his survival relies.",hulu
